kode_desa,kode_provinsi,kode_kabupaten,kode_kecamatan,nama_kelurahan,kode_pos
"2002","11","02","15","Jambur Damar","24674"
"2003","11","02","15","Alur Langsat","24674"
"2004","11","02","15","Rambah Sayang","24674"
"2006","11","02","15","Rumah Luar","24674"
"2007","11","02","15","Tenembak Alas","24674"
"2008","11","02","15","Lawe Tungkal","24674"
"2009","11","02","15","Salim Pinim II","24674"
"2010","11","02","15","Jambukh Pekhmate","24674"
"2011","11","02","15","Khutung Mbelang","24674"
"2012","11","02","15","Timang Rasa","24674"
"2013","11","02","15","Stambul Jaya","24674"
"2014","11","02","15","Alur Nangke","24674"
"2015","11","02","15","Kute Mejile","24674"
"2001","11","02","16","Bintang Alga Musara","24677"
"2002","11","02","16","Bintang Bukit Indah","24677"
"2003","11","02","16","Tanjung Sari","24677"
"2004","11","02","16","Bun-bun Alas","24677"
"2005","11","02","16","Naga Timbul","24677"
"2006","11","02","16","Gunung Pak-Pak","24677"
"2007","11","02","16","Bukit Meriah","24677"
"2008","11","02","16","Permata Musara","24677"
"2009","11","02","16","Laut Tawar","24677"
"2010","11","02","16","Kane Mende","24677"
"2011","11","02","16","Lawe Sekhakut","24677"
"2012","11","02","16","Bunbun Indah","24677"
"2013","11","02","16","Suka Damai","24677"
"2014","11","02","16","Tuah Kekhine","24677"
"2015","11","02","16","Punce Nali","24677"
"2016","11","02","16","Sade Ate","24677"
"2017","11","02","16","Akhih Majile","24677"
"2018","11","02","16","Ukhat Peseluk","24677"
"2019","11","02","16","Tunas Mude","24677"
"2020","11","02","16","Gaye Sendah","24677"
"2021","11","02","16","Kute Hakhapen","24677"
"2022","11","02","16","Kompas","24677"
"2023","11","02","16","Sepakat","24677"
"2001","11","03","01","Alue Luddin Sa","24455"
"2002","11","03","01","Alue Luddin Dua","24455"
"2003","11","03","01","Alue Dalam","24455"
"2004","11","03","01","Dama Pulo Sa","24455"
"2005","11","03","01","Dama Pulo Dua","24455"
"2006","11","03","01","Buket Kulam","24455"
"2007","11","03","01","Seuneubok Teungoh","24455"
"2008","11","03","01","Jungka Gajah","24455"
"2009","11","03","01","Seuneubok Simpang","24455"
"2010","11","03","01","Matang Pineung","24455"
"2011","11","03","01","Lhok Geulumpang","24455"
"2012","11","03","01","Blang Buket","24455"
"2013","11","03","01","Meunasah Keutapang","24455"
"2014","11","03","01","Buket Rumia","24455"
"2015","11","03","01","Alue Gadeng","24455"
"2016","11","03","01","Kapai Baro","24455"
"2017","11","03","01","Seuneubok Tuha Sa","24455"
"2018","11","03","01","Seuneubok Tuha Dua","24455"
"2019","11","03","01","Seuneubok Buloh","24455"
"2020","11","03","01","Gaseh Sayang","24455"
"2021","11","03","01","Alue Lhok","24455"
"2022","11","03","01","Trieng Gadeng","24455"
"2023","11","03","01","Grong-Grong","24455"
"2024","11","03","01","Matang Geuto","24455"
"2025","11","03","01","Alue Merbo","24455"
"2026","11","03","01","Buket Raya","24455"
"2027","11","03","01","Gampong Keude","24455"
"2028","11","03","01","Peukan Idi Cut","24455"
"2029","11","03","01","Gampong Beunot","24455"
"2030","11","03","01","Seuneubok Baroh","24455"
"2031","11","03","01","Teupin Drum","24455"
"2032","11","03","01","Kuala Idi Cut","24455"
"2034","11","03","01","Seuneubok Aceh","24455"
"2035","11","03","01","Gampong Baro","24455"
"2036","11","03","01","Bagok Panah Sa","24455"
"2037","11","03","01","Bagok Panah Dua","24455"
"2038","11","03","01","Bagok Panah Lhee","24455"
"2039","11","03","01","Bagok Panah Peut","24455"
"2040","11","03","01","Buket Tualang","24455"
"2041","11","03","01","Keumuneng Sa","24455"
"2042","11","03","01","Keumuneng Dua","24455"
"2043","11","03","01","Keumuneng Lhee","24455"
"2044","11","03","01","Keumuneng Peut","24455"
"2045","11","03","01","Keumuneng Limong","24455"
"2046","11","03","01","Meunasah Blang","24455"
"2001","11","03","02","Blang Keumahang","24459"
"2002","11","03","02","Blang Jambee","24459"
"2003","11","03","02","Keumuneng","24459"
"2004","11","03","02","Ladang Baro","24459"
"2005","11","03","02","Buket Panyang","24459"
"2006","11","03","02","Seuneubok Rambong","24459"
"2007","11","03","02","Seuneubok Baro","24459"
"2008","11","03","02","Blang Mideun","24459"
"2009","11","03","02","Paya Bakong","24459"
"2010","11","03","02","Teupin Raya","24459"
"2011","11","03","02","Lhok Rambong","24459"
"2012","11","03","02","Julok Tunong","24459"
"2013","11","03","02","Ulee Ateung","24459"
"2014","11","03","02","Ulee Blang","24459"
"2015","11","03","02","Labuhan","24459"
"2016","11","03","02","Naleung","24459"
"2017","11","03","02","Mane Rampak","24459"
"2018","11","03","02","Matang","24459"
"2019","11","03","02","Blang Uyok","24459"
"2020","11","03","02","Blang Pauh Sa","24459"
"2021","11","03","02","Blang Pauh Dua","24459"
"2022","11","03","02","Ulee Tanoh","24459"
"2023","11","03","02","Keude Kuta Binjei","24459"
"2024","11","03","02","Bukit Seroja","24459"
"2025","11","03","02","Kuala Geulumpang","24459"
"2026","11","03","02","Gampong Baro","24459"
"2027","11","03","02","Tumpok Teungoh","24459"
"2028","11","03","02","Seumatang","24459"
"2029","11","03","02","Ujong Tunong","24459"
"2030","11","03","02","Bukit Dindeng","24459"
"2031","11","03","02","Paya Pasi","24459"
"2032","11","03","02","Alue Cek Doi","24459"
"2033","11","03","02","Blang Gleum","24459"
"2034","11","03","02","Tanjong Tok Blang","24459"
"2035","11","03","02","Buket Makmu","24459"
"2036","11","03","02","Lhok Seuntang","24459"
"2037","11","03","02","Simpang Lhee","24459"
"2001","11","03","03","Gampong Jawa","24442"
"2002","11","03","03","Keude Blang","24442"
"2003","11","03","03","Tanoh Anoe","24442"
"2004","11","03","03","Kuala Peudawa Puntong","24442"
"2005","11","03","03","Gampong Aceh","24442"
"2006","11","03","03","Kuta Blang","24442"
"2007","11","03","03","Gampong Tanjong","24442"
"2008","11","03","03","Blang Geulumpang","24442"
"2009","11","03","03","Meunasah Pu'uk","24442"
"2010","11","03","03","Bantayan Timu","24442"
"2011","11","03","03","Keutapang Mameh","24442"
"2012","11","03","03","Seuneubok Rambong","24442"
"2013","11","03","03","Kuala Idi","24442"
"2014","11","03","03","Keude Aceh","24442"
"2023","11","03","03","Seuneubok Bacee","24442"
"2029","11","03","03","Titi Baro","24442"
"2047","11","03","03","Tanjong Kapai","24442"
"2048","11","03","03","Alue Dua Muka O","24442"
"2049","11","03","03","Alue Dua Muka S","24442"
"2050","11","03","03","Ulee Blang","24442"
"2051","11","03","03","Buket Jok","24442"
"2052","11","03","03","Buket Meulinteung","24442"
"2053","11","03","03","Gampong Jalan","24442"
"2054","11","03","03","Teupin Batee","24442"
"2055","11","03","03","Buket Langa","24442"
"2056","11","03","03","Buket Pala","24442"
"2057","11","03","03","Buket Juara","24442"
"2058","11","03","03","Seuneubok Tutong","24442"
"2059","11","03","03","Seuneubok Tuha","24442"
"2060","11","03","03","Sampoimah","24442"
"2061","11","03","03","Dama pulo","24442"
"2062","11","03","03","Gureb Blang","24442"
"2064","11","03","03","Gampong Baro","24442"
"2065","11","03","03","SeuneubokTeungoh P.Puntong","24442"
"2067","11","03","03","Kuta Lawah","24442"
"2001","11","03","04","Jambo Labu","24452"
"2002","11","03","04","Alue Canang","24452"
"2003","11","03","04","Alue Drien","24452"
"2004","11","03","04","Buket Tiga","24452"
"2005","11","03","04","Benteng","24452"
"2006","11","03","04","Afeling II Bukit","24452"
"2007","11","03","04","Keumuneng Hulu","24452"
"2008","11","03","04","Peutow","24452"
"2009","11","03","04","Alue Buloh","24452"
"2010","11","03","04","Alue Teh","24452"
"2011","11","03","04","Paya Rambong","24452"
"2012","11","03","04","Alue Gadeng SA","24452"
"2013","11","03","04","Paya Tampah","24452"
"2014","11","03","04","Paya Bili Dua","24452"
"2015","11","03","04","Paya Bili Sa","24452"
"2016","11","03","04","Paya Peulawi","24452"
"2017","11","03","04","Keude Birem","24452"
"2018","11","03","04","Bayeun","24452"
"2019","11","03","04","Aramiyah","24452"
"2020","11","03","04","Blang Tualang","24452"
"2021","11","03","04","Buket Seuleumak","24452"
"2022","11","03","04","Birem Rayeuk","24452"
"2023","11","03","04","Alue Gadeng","24452"
"2024","11","03","04","Alue Gadeng Dua","24452"
"2025","11","03","04","Alue Sentang","24452"
"2026","11","03","04","Merbou Dua","24452"
"2027","11","03","04","Alue Nyamoek","24452"
"2001","11","03","05","Lokop","24460"
"2002","11","03","05","Terujak","24460"
"2003","11","03","05","Tualang","24460"
"2004","11","03","05","Leles","24460"
"2005","11","03","05","Ujung Karang","24460"
"2006","11","03","05","Nalon","24460"
"2007","11","03","05","Jering","24460"
"2008","11","03","05","Loot","24460"
"2009","11","03","05","Seku Alan","24460"
"2010","11","03","05","Sunti","24460"
"2011","11","03","05","Umah Taring","24460"
"2012","11","03","05","Bunin","24460"
"2013","11","03","05","Sembuang","24460"
"2014","11","03","05","Seuleumak","24460"
"2015","11","03","05","Mesir","24460"
"2016","11","03","05","Rampah","24460"
"2022","11","03","05","Arul Durin","24460"
"2001","11","03","06","Keude Bagok Sa","24467"
"2002","11","03","06","Keude Bagok Dua","24467"
"2003","11","03","06","Asan Tanjong","24467"
"2004","11","03","06","Bantayan","24467"
"2005","11","03","06","Matang Seuleumak","24467"
"2006","11","03","06","Teupin Pukat","24467"
"2007","11","03","06","Matang Neuheun","24467"
"2008","11","03","06","Kuala Bagok","24467"
"2009","11","03","06","Meunasah Teungoh","24467"
"2010","11","03","06","Medang Ara","24467"
"2011","11","03","06","Peulawi","24467"
"2012","11","03","06","Baroh Bugeng","24467"
"2013","11","03","06","Seumatang Aron","24467"
"2014","11","03","06","Blang Panjou","24467"
"2025","11","03","06","Pulo U","24467"
"2026","11","03","06","Cot Asan","24467"
"2027","11","03","06","Paya Enjee","24467"
"2028","11","03","06","Seuleumak Muda","24467"
"2029","11","03","06","Matang Panyang","24467"
"2030","11","03","06","Meunasah Hagu","24467"
"2031","11","03","06","Matang Kunyet","24467"
"2032","11","03","06","Buket Panjou","24467"
"2033","11","03","06","Buket Meurak","24467"
"2034","11","03","06","Buket Panyang","24467"
"2035","11","03","06","Seuneubok Dalam","24467"
"2036","11","03","06","Gampong Mesjid","24467"
"2037","11","03","06","Alue Siwah Serdang","24467"
"2038","11","03","06","Gampong Lhee","24467"
"2039","11","03","06","Beurandang","24467"
"2040","11","03","06","Gampong Jalan","24467"
"2041","11","03","06","Seuneubok Rambong","24467"
"2001","11","03","07","Pasir Putih","24453"
"2002","11","03","07","Tualang","24453"
"2003","11","03","07","Keude Peureulak","24453"
"2004","11","03","07","Leuge","24453"
"2005","11","03","07","Uteun Dama","24453"
"2006","11","03","07","Punti","24453"
"2007","11","03","07","Alue Dua Paya Gajah","24453"
"2008","11","03","07","Blang Bitra","24453"
"2009","11","03","07","Kuala Bugak","24453"
"2010","11","03","07","Paya Lipah","24453"
"2011","11","03","07","Seumatang Muda Itam","24453"
"2012","11","03","07","Lhok Dalam","24453"
"2013","11","03","07","Beusa Meuranoe","24453"
"2014","11","03","07","Bangka Rimung","24453"
"2015","11","03","07","Tanoh Rata","24453"
"2016","11","03","07","Bandrong","24453"
"2017","11","03","07","Blang Balok","24453"
"2018","11","03","07","Cot Muda Itam","24453"
"2019","11","03","07","Keumuneng","24453"
"2020","11","03","07","Kuala Leuge","24453"
"2021","11","03","07","Balee Buya","24453"
"2022","11","03","07","Alue Nibong","24453"
"2023","11","03","07","Seuneubok Peusangan","24453"
"2024","11","03","07","Seuneubok Aceh","24453"
"2025","11","03","07","Seuneubok Pidie","24453"
"2026","11","03","07","Dama Tutong","24453"
"2027","11","03","07","Matang Gleum","24453"
"2028","11","03","07","Lubok Pempeng","24453"
"2029","11","03","07","Buket Pala","24453"
"2030","11","03","07","Paya Kalui","24453"
"2031","11","03","07","Cek Mbon","24453"
"2032","11","03","07","Paya Meuligou","24453"
"2033","11","03","07","Blang Simpo","24453"
"2034","11","03","07","Blang Batee","24453"
"2035","11","03","07","Matang Peulawi","24453"
"2036","11","03","07","Cot Geulumpang","24453"
"2037","11","03","07","Alue Rambong","24453"
"2038","11","03","07","Cot Keh","24453"
"2001","11","03","08","Bayeun","24451"
"2002","11","03","08","Rantau Panjang","24451"
"2003","11","03","08","Alue Raya","24451"
"2004","11","03","08","Alue Kumba","24451"
"2005","11","03","08","Seuneubok Dalam","24451"
"2006","11","03","08","Alue Seuleumak","24451"
"2007","11","03","08","Sarah Kayee","24451"
"2008","11","03","08","Damar Siput","24451"
"2009","11","03","08","Simpang Peut","24451"
"2010","11","03","08","Simpang Aneuh","24451"
"2011","11","03","08","Alue Punti","24451"
"2012","11","03","08","Alue Kaul","24451"
"2013","11","03","08","Sarah Teube","24451"
"2014","11","03","08","Alue Tuwi","24451"
"2001","11","03","09","Peulalu","24465"
"2002","11","03","09","Nicah Awe","24465"
"2003","11","03","09","Alue Buloh Sa","24465"
"2004","11","03","09","Alue Buloh Dua","24465"
"2005","11","03","09","Teupin Breuh","24465"
"2006","11","03","09","Matang Rayeuk","24465"
"2007","11","03","09","Matang Kumbang","24465"
"2008","11","03","09","Blang Nie","24465"
"2010","11","03","09","Bantayan","24465"
"2011","11","03","09","Matang Weng","24465"
"2012","11","03","09","Alue Mulieng","24465"
"2013","11","03","09","Pucok Alue Dua","24465"
"2014","11","03","09","Gampong Blang","24465"
"2015","11","03","09","Keude Tuha","24465"
"2016","11","03","09","Kuala Simpang Ulim","24465"
"2017","11","03","09","Lampoh Rayeuk","24465"
"2018","11","03","09","Teupin Mamplam","24465"
"2019","11","03","09","Titi Baroh","24465"
"2020","11","03","09","Pucok Alue Sa","24465"
"2021","11","03","09","Pucok Alue Barat","24465"
"2022","11","03","09","Arakundo","24465"
"2023","11","03","09","Gampong Baro","24465"
"2024","11","03","09","Matang Seupeng","24465"
"2001","11","03","10","Paya Unou","24441"
"2002","11","03","10","Seuneubok Johan","24441"
"2003","11","03","10","Seuneubok Baro","24441"
"2004","11","03","10","Pulo Blang","24441"
"2005","11","03","10","Blang Barom","24441"
"2006","11","03","10","Seuneubok Dalam","24441"
"2007","11","03","10","Seuleumak Muda","24441"
"2008","11","03","10","Bhom Lama","24441"
"2009","11","03","10","Pasi Puteh","24441"
"2010","11","03","10","Alue Dua","24441"
"2011","11","03","10","Buket Pala","24441"
"2012","11","03","10","Mata Ie","24441"
"2013","11","03","10","Alue Udep","24441"
"2014","11","03","10","Seumali","24441"
"2015","11","03","10","Punti Payong","24441"
"2016","11","03","10","Paya Palas","24441"
"2017","11","03","10","Tampak","24441"
"2018","11","03","10","Kliet","24441"
"2019","11","03","10","Alue Geunteng","24441"
"2020","11","03","10","Pertamina","24441"
"2021","11","03","10","Alue Batee","24441"
"2022","11","03","10","Beurandang","24441"
"2024","11","03","10","Seumanah Jaya","24441"
"2001","11","03","11","Blang Seunong","24463"
"2002","11","03","11","Suka Damai","24463"
"2003","11","03","11","Pante Labu","24463"
"2004","11","03","11","Pante Rambong","24463"
"2005","11","03","11","Alue Ie Mirah","24463"
"2006","11","03","11","Seuneubok Tuha","24463"
"2007","11","03","11","Seuneubok Saboh","24463"
"2008","11","03","11","Buket Kareung","24463"
"2009","11","03","11","Buket Bata","24463"
"2010","11","03","11","Meunasah Tunong","24463"
"2011","11","03","11","Meunasah Teungoh","24463"
"2012","11","03","11","Keude Baro","24463"
"2013","11","03","11","Matang Perlak","24463"
"2014","11","03","11","Grong-grong","24463"
"2015","11","03","11","Matang Kruet","24463"
"2016","11","03","11","Meunasah Leubok","24463"
"2017","11","03","11","Pante Panah","24463"
"2018","11","03","11","Paya Demam Sa","24463"
"2019","11","03","11","Paya Demam Dua","24463"
"2020","11","03","11","Paya Demam Lhee","24463"
"2021","11","03","11","Matang Pudeng","24463"
"2022","11","03","11","Putoh Sa","24463"
"2023","11","03","11","Putoh Dua","24463"
"2024","11","03","11","Sah Raja","24463"
"2025","11","03","11","Sijudo","24463"
"2001","11","03","12","Madat","24462"
"2002","11","03","12","Matang Keupula Sa","24462"
"2003","11","03","12","Matang Keupula Dua","24462"
"2004","11","03","12","Matang Keupula Lhee","24462"
"2005","11","03","12","Ulee Ateung","24462"
"2006","11","03","12","Blang Ubit","24462"
"2007","11","03","12","Matang Guru","24462"
"2008","11","03","12","Pantee Bayam","24462"
"2009","11","03","12","Meunasah Asan","24462"
"2010","11","03","12","Meunasah Tingkeum","24462"
"2011","11","03","12","Lueng Dua","24462"
"2012","11","03","12","Lueng Peut","24462"
"2013","11","03","12","Paya Demam Peut","24462"
"2014","11","03","12","Abeuk Geulanteu","24462"
"2015","11","03","12","Rambong Lop","24462"
"2016","11","03","12","Tanjong Ara","24462"
"2017","11","03","12","Matang Jrok","24462"
"2018","11","03","12","Paya Naden","24462"
"2019","11","03","12","Tanjong Minjei","24462"
"2020","11","03","12","Pante Merbo","24462"
"2021","11","03","12","Blang Awe","24462"
"2022","11","03","12","Bintah","24462"
"2023","11","03","12","Seuneubok Pidie","24462"
"2024","11","03","12","Blang Andam","24462"
"2025","11","03","12","Matang Nibong","24462"
"2026","11","03","12","Lueng Sa","24462"
"2001","11","03","13","Seuneubok Bayu","24457"
"2002","11","03","13","Alue Ie Itam","24457"
"2003","11","03","13","Blang Nisan","24457"
"2004","11","03","13","Bandar Baro","24457"
"2005","11","03","13","Alue Patong","24457"
"2006","11","03","13","Alue Ie Mirah","24457"
"2007","11","03","13","Suka Makmur","24457"
"2008","11","03","13","Jambo Balee","24457"
"2009","11","03","13","Jambo Lubok","24457"
"2010","11","03","13","Seuneubok Cina","24457"
"2011","11","03","13","Pelita Sagop Jaya","24457"
"2012","11","03","13","Perkebunan Julok Rayeuk Selatan","24457"
"2013","11","03","13","Perkebunan Julok Rayeuk Utara","24457"
"2001","11","03","14","Seuneubok Buloh","24443"
"2002","11","03","14","Seuneubok Baro","24443"
